,ID,IDPF,IDPT,Subject,Similarity
175,574,20,38,RE: Patrol schedule changes,0.79
176,136,20,9,RE: Wellhead flow rate data,1
177,69,20,5,RE: Craft night,0.71
178,212,20,14,RE: Craft night,0.71
179,89,20,6,RE: Wellhead flow rate data,1
180,850,20,54,Wellhead flow rate data,0.93
181,740,20,46,RE: Craft night,0.71
182,36,20,3,RE: Wellhead flow rate data,1
183,742,20,46,RE: Question - Protocol for VIP visit,0.75
184,619,20,40,RE: Wellhead flow rate data,1
238,69,21,5,RE: Craft night,0.77
239,191,21,13,Route suggestion for next shift,0.73
240,212,21,14,RE: Craft night,0.77
241,108,21,7,RE: Route suggestion for next shift,0.77
242,49,21,4,RE: Route suggestion for next shift,0.77
243,740,21,46,RE: Craft night,0.77
244,503,21,32,RE: Concert tickets,0.72
245,246,21,16,RE: Route suggestion for next shift,0.77
246,672,21,43,RE: Late for meeting,0.71
247,742,21,46,RE: Question - Protocol for VIP visit,0.74
248,505,21,32,RE: Late for meeting,0.71
249,426,21,28,RE: Route suggestion for next shift,0.77
283,503,24,32,RE: Concert tickets,0.85
89,575,27,38,RE: Plants,1
90,862,27,55,RE: IPO,0.74
91,708,27,44,RE: IPO,0.74
92,69,27,5,RE: Craft night,0.72
93,212,27,14,RE: Craft night,0.72
94,740,27,46,RE: Craft night,0.72
95,503,27,32,RE: Concert tickets,0.77
96,409,27,27,RE: Supplies,0.89
97,178,27,12,RE: Supplies,0.89
98,19,27,2,RE: Facilities preparations for VIP visit,0.7
99,179,27,12,RE: Facilities preparations for VIP visit,0.7
353,178,27,12,RE: Supplies,1
354,19,27,2,RE: Facilities preparations for VIP visit,0.72
355,179,27,12,RE: Facilities preparations for VIP visit,0.72
43,583,29,39,RE: GT-SeismicProcessorPro Bug Report,1
44,584,29,39,GT-SeismicProcessorPro Bug Report,0.94
45,707,29,44,RE: Service anniversary,0.77
46,777,29,49,RE: Service anniversary,0.77
47,671,29,43,RE: GT-SeismicProcessorPro Bug Report,1
48,69,29,5,RE: Craft night,0.78
49,212,29,14,RE: Craft night,0.78
50,816,29,51,RE: Favor - borrow hedge trimmer,0.71
51,70,29,5,RE: Favor - borrow hedge trimmer,0.71
52,740,29,46,RE: Craft night,0.78
53,503,29,32,RE: Concert tickets,0.72
54,790,29,50,RE: GT-SeismicProcessorPro Bug Report,1
55,742,29,46,RE: Question - Protocol for VIP visit,0.71
5,323,32,21,RE: Inspection request for site,0.88
344,790,32,50,RE: GT-SeismicProcessorPro Bug Report,0.72
345,409,32,27,RE: Supplies,0.78
346,178,32,12,RE: Supplies,0.78
347,524,32,34,RE: Meeting,0.75
348,90,32,6,RE: Meeting,0.75
349,672,32,43,RE: Late for meeting,0.87
350,505,32,32,RE: Late for meeting,0.87
100,707,34,44,RE: Service anniversary,0.79
101,777,34,49,RE: Service anniversary,0.79
102,309,34,20,RE: Wellhead flow rate data,1
103,574,34,38,RE: Patrol schedule changes,0.79
104,136,34,9,RE: Wellhead flow rate data,1
105,69,34,5,RE: Craft night,0.71
106,212,34,14,RE: Craft night,0.71
107,89,34,6,RE: Wellhead flow rate data,1
108,850,34,54,Wellhead flow rate data,0.93
109,740,34,46,RE: Craft night,0.71
110,36,34,3,RE: Wellhead flow rate data,1
111,742,34,46,RE: Question - Protocol for VIP visit,0.75
112,619,34,40,RE: Wellhead flow rate data,1
366,90,34,6,RE: Meeting,1
367,672,34,43,RE: Late for meeting,0.75
368,505,34,32,RE: Late for meeting,0.75
68,48,37,4,RE: New refueling policies - Effective February 1,0.75
69,106,37,7,RE: New refueling policies - Effective February 1,0.75
70,18,37,2,RE: New refueling policies - Effective February 1,0.75
71,107,37,7,RE: New refueling policies - Effective February 1,0.75
72,231,37,15,RE: New refueling policies - Effective February 1,0.75
73,503,37,32,RE: Concert tickets,0.73
74,177,38,12,Supplies,0.8
185,106,38,7,RE: New refueling policies - Effective February 1,0.75
186,323,38,21,RE: Inspection request for site,0.71
187,136,38,9,RE: Wellhead flow rate data,0.79
188,69,38,5,RE: Craft night,0.75
189,212,38,14,RE: Craft night,0.75
190,18,38,2,RE: New refueling policies - Effective February 1,0.75
191,107,38,7,RE: New refueling policies - Effective February 1,0.75
192,231,38,15,RE: New refueling policies - Effective February 1,0.75
193,108,38,7,RE: Route suggestion for next shift,0.71
194,89,38,6,RE: Wellhead flow rate data,0.79
195,49,38,4,RE: Route suggestion for next shift,0.71
196,740,38,46,RE: Craft night,0.75
197,503,38,32,RE: Concert tickets,0.76
198,36,38,3,RE: Wellhead flow rate data,0.79
199,19,38,2,RE: Facilities preparations for VIP visit,0.7
200,246,38,16,RE: Route suggestion for next shift,0.71
201,426,38,28,RE: Route suggestion for next shift,0.71
202,619,38,40,RE: Wellhead flow rate data,0.79
203,179,38,12,RE: Facilities preparations for VIP visit,0.7
204,862,38,55,RE: IPO,0.74
205,708,38,44,RE: IPO,0.74
206,69,38,5,RE: Craft night,0.72
207,212,38,14,RE: Craft night,0.72
208,740,38,46,RE: Craft night,0.72
209,503,38,32,RE: Concert tickets,0.77
210,409,38,27,RE: Supplies,0.89
211,178,38,12,RE: Supplies,0.89
212,19,38,2,RE: Facilities preparations for VIP visit,0.7
213,179,38,12,RE: Facilities preparations for VIP visit,0.7
56,584,39,39,GT-SeismicProcessorPro Bug Report,0.94
57,707,39,44,RE: Service anniversary,0.77
58,777,39,49,RE: Service anniversary,0.77
59,671,39,43,RE: GT-SeismicProcessorPro Bug Report,1
60,69,39,5,RE: Craft night,0.78
61,212,39,14,RE: Craft night,0.78
62,816,39,51,RE: Favor - borrow hedge trimmer,0.71
63,70,39,5,RE: Favor - borrow hedge trimmer,0.71
64,740,39,46,RE: Craft night,0.78
65,503,39,32,RE: Concert tickets,0.72
66,790,39,50,RE: GT-SeismicProcessorPro Bug Report,1
67,742,39,46,RE: Question - Protocol for VIP visit,0.71
75,671,39,43,RE: GT-SeismicProcessorPro Bug Report,0.94
76,790,39,50,RE: GT-SeismicProcessorPro Bug Report,0.94
358,19,39,2,RE: Facilities preparations for VIP visit,0.74
359,246,39,16,RE: Route suggestion for next shift,0.73
360,742,39,46,RE: Question - Protocol for VIP visit,0.73
361,232,39,15,RE: Congratulations on your service anniversary,1
362,426,39,28,RE: Route suggestion for next shift,0.73
363,179,39,12,RE: Facilities preparations for VIP visit,0.74
17,567,41,37,RE: Upcoming birthdays,0.83
79,69,41,5,RE: Craft night,0.81
80,212,41,14,RE: Craft night,0.81
81,740,41,46,RE: Craft night,0.81
167,69,43,5,RE: Craft night,0.78
168,212,43,14,RE: Craft night,0.78
169,816,43,51,RE: Favor - borrow hedge trimmer,0.71
170,70,43,5,RE: Favor - borrow hedge trimmer,0.71
171,740,43,46,RE: Craft night,0.78
172,503,43,32,RE: Concert tickets,0.72
173,790,43,50,RE: GT-SeismicProcessorPro Bug Report,1
174,742,43,46,RE: Question - Protocol for VIP visit,0.71
377,505,43,32,RE: Late for meeting,1
19,145,44,10,Wellhead flow rate data,0.7
20,628,44,41,Craft night,0.78
21,87,44,6,Wellhead flow rate data,0.7
22,523,44,34,RE: Wellhead flow rate data,0.71
23,707,44,44,RE: Service anniversary,0.82
24,777,44,49,RE: Service anniversary,0.82
25,309,44,20,RE: Wellhead flow rate data,0.71
26,136,44,9,RE: Wellhead flow rate data,0.71
27,69,44,5,RE: Craft night,0.72
28,212,44,14,RE: Craft night,0.72
29,89,44,6,RE: Wellhead flow rate data,0.71
30,850,44,54,Wellhead flow rate data,0.7
31,740,44,46,RE: Craft night,0.72
32,36,44,3,RE: Wellhead flow rate data,0.71
33,619,44,40,RE: Wellhead flow rate data,0.71
113,777,44,49,RE: Service anniversary,1
114,671,44,43,RE: GT-SeismicProcessorPro Bug Report,0.77
115,309,44,20,RE: Wellhead flow rate data,0.79
116,574,44,38,RE: Patrol schedule changes,0.8
117,862,44,55,RE: IPO,0.78
118,708,44,44,RE: IPO,0.78
119,323,44,21,RE: Inspection request for site,0.79
120,136,44,9,RE: Wellhead flow rate data,0.79
121,69,44,5,RE: Craft night,0.89
122,212,44,14,RE: Craft night,0.89
123,108,44,7,RE: Route suggestion for next shift,0.79
124,89,44,6,RE: Wellhead flow rate data,0.79
125,49,44,4,RE: Route suggestion for next shift,0.79
126,740,44,46,RE: Craft night,0.89
127,503,44,32,RE: Concert tickets,0.81
128,790,44,50,RE: GT-SeismicProcessorPro Bug Report,0.77
129,585,44,39,RE: Congratulations on your service anniversary,0.76
130,36,44,3,RE: Wellhead flow rate data,0.79
131,19,44,2,RE: Facilities preparations for VIP visit,0.75
132,246,44,16,RE: Route suggestion for next shift,0.79
133,742,44,46,RE: Question - Protocol for VIP visit,0.8
134,232,44,15,RE: Congratulations on your service anniversary,0.76
135,426,44,28,RE: Route suggestion for next shift,0.79
136,619,44,40,RE: Wellhead flow rate data,0.79
137,179,44,12,RE: Facilities preparations for VIP visit,0.75
226,323,44,21,RE: Inspection request for site,0.71
227,69,44,5,RE: Craft night,0.83
228,212,44,14,RE: Craft night,0.83
229,740,44,46,RE: Craft night,0.83
230,503,44,32,RE: Concert tickets,0.82
231,409,44,27,RE: Supplies,0.74
232,178,44,12,RE: Supplies,0.74
233,524,44,34,RE: Meeting,0.8
234,90,44,6,RE: Meeting,0.8
333,503,46,32,RE: Concert tickets,0.82
334,790,46,50,RE: GT-SeismicProcessorPro Bug Report,0.78
335,409,46,27,RE: Supplies,0.72
336,178,46,12,RE: Supplies,0.72
337,36,46,3,RE: Wellhead flow rate data,0.71
338,524,46,34,RE: Meeting,0.73
339,90,46,6,RE: Meeting,0.73
340,246,46,16,RE: Route suggestion for next shift,0.76
341,742,46,46,RE: Question - Protocol for VIP visit,0.76
342,426,46,28,RE: Route suggestion for next shift,0.76
343,619,46,40,RE: Wellhead flow rate data,0.71
378,232,46,15,RE: Congratulations on your service anniversary,0.73
379,426,46,28,RE: Route suggestion for next shift,0.76
380,619,46,40,RE: Wellhead flow rate data,0.75
381,179,46,12,RE: Facilities preparations for VIP visit,0.72
77,862,48,55,RE: IPO,0.76
78,708,48,44,RE: IPO,0.76
138,671,49,43,RE: GT-SeismicProcessorPro Bug Report,0.77
139,309,49,20,RE: Wellhead flow rate data,0.79
140,574,49,38,RE: Patrol schedule changes,0.8
141,862,49,55,RE: IPO,0.78
142,708,49,44,RE: IPO,0.78
143,323,49,21,RE: Inspection request for site,0.79
144,136,49,9,RE: Wellhead flow rate data,0.79
145,69,49,5,RE: Craft night,0.89
146,212,49,14,RE: Craft night,0.89
147,108,49,7,RE: Route suggestion for next shift,0.79
148,89,49,6,RE: Wellhead flow rate data,0.79
149,49,49,4,RE: Route suggestion for next shift,0.79
150,740,49,46,RE: Craft night,0.89
151,503,49,32,RE: Concert tickets,0.81
152,790,49,50,RE: GT-SeismicProcessorPro Bug Report,0.77
153,585,49,39,RE: Congratulations on your service anniversary,0.76
154,36,49,3,RE: Wellhead flow rate data,0.79
155,19,49,2,RE: Facilities preparations for VIP visit,0.75
156,246,49,16,RE: Route suggestion for next shift,0.79
157,742,49,46,RE: Question - Protocol for VIP visit,0.8
158,232,49,15,RE: Congratulations on your service anniversary,0.76
159,426,49,28,RE: Route suggestion for next shift,0.79
160,619,49,40,RE: Wellhead flow rate data,0.79
161,179,49,12,RE: Facilities preparations for VIP visit,0.75
0,440,50,29,RE: GT-SeismicProcessorPro Bug Report,0.94
1,583,50,39,RE: GT-SeismicProcessorPro Bug Report,0.94
2,584,50,39,GT-SeismicProcessorPro Bug Report,1
3,671,50,43,RE: GT-SeismicProcessorPro Bug Report,0.94
4,790,50,50,RE: GT-SeismicProcessorPro Bug Report,0.94
351,742,50,46,RE: Question - Protocol for VIP visit,0.71
11,323,51,21,RE: Inspection request for site,0.73
12,191,51,13,Route suggestion for next shift,1
13,108,51,7,RE: Route suggestion for next shift,0.95
14,49,51,4,RE: Route suggestion for next shift,0.95
15,246,51,16,RE: Route suggestion for next shift,0.95
16,426,51,28,RE: Route suggestion for next shift,0.95
301,70,51,5,RE: Favor - borrow hedge trimmer,1
302,740,51,46,RE: Craft night,0.72
303,790,51,50,RE: GT-SeismicProcessorPro Bug Report,0.71
34,574,52,38,RE: Patrol schedule changes,0.84
331,36,54,3,RE: Wellhead flow rate data,0.93
332,619,54,40,RE: Wellhead flow rate data,0.93
214,708,55,44,RE: IPO,1
215,323,55,21,RE: Inspection request for site,0.71
216,69,55,5,RE: Craft night,0.83
217,212,55,14,RE: Craft night,0.83
218,740,55,46,RE: Craft night,0.83
219,503,55,32,RE: Concert tickets,0.82
220,409,55,27,RE: Supplies,0.74
221,178,55,12,RE: Supplies,0.74
222,524,55,34,RE: Meeting,0.8
223,90,55,6,RE: Meeting,0.8
