,ID,IDPF,IDPT,Subject,Similarity
320,114,21,7,RE: New refueling policies - Effective February 1,0.75
321,527,21,34,RE: Field work rotation schedule,0.8
322,795,21,50,RE: Question about behavior of field device,0.78
323,840,21,53,RE: New refueling policies - Effective February 1,0.75
324,38,21,3,RE: Field work rotation schedule,0.8
325,542,21,35,RE: Field work rotation schedule,0.8
203,111,23,7,RE: Whoâ€™s tracking the office pool,0.71
204,829,23,52,RE: Awwww- cute!,0.73
205,780,23,49,RE: Awwww- cute!,0.73
206,325,23,21,RE: Parking lottery winners,0.83
207,594,23,39,RE: GT website under attack,0.76
208,112,23,7,RE: New refueling policies - Effective February 1,0.71
209,377,23,24,RE: Vacation donation request,0.77
210,113,23,7,RE: New refueling policies - Effective February 1,0.71
211,234,23,15,RE: New refueling policies - Effective February 1,0.71
212,6,23,1,RE: Vacation donation request,0.77
213,477,23,30,RE: Vacation donation request,0.77
214,114,23,7,RE: New refueling policies - Effective February 1,0.71
215,527,23,34,RE: Field work rotation schedule,0.75
216,840,23,53,RE: New refueling policies - Effective February 1,0.71
217,38,23,3,RE: Field work rotation schedule,0.75
218,542,23,35,RE: Field work rotation schedule,0.75
286,25,23,2,RE: Caution downtown,1
287,781,23,49,RE: Notification of outside visit,0.71
288,377,23,24,RE: Vacation donation request,0.72
289,6,23,1,RE: Vacation donation request,0.72
290,477,23,30,RE: Vacation donation request,0.72
291,527,23,34,RE: Field work rotation schedule,0.75
292,795,23,50,RE: Question about behavior of field device,0.72
293,38,23,3,RE: Field work rotation schedule,0.75
294,542,23,35,RE: Field work rotation schedule,0.75
445,249,23,16,RE: Don't text and drive!,1
446,350,23,23,RE: Don't text and drive!,1
447,218,23,14,RE: Does anyone have ...,0.75
453,218,23,14,RE: Does anyone have ...,0.75
400,113,24,7,RE: New refueling policies - Effective February 1,0.71
401,234,24,15,RE: New refueling policies - Effective February 1,0.71
402,6,24,1,RE: Vacation donation request,1
403,477,24,30,RE: Vacation donation request,1
404,114,24,7,RE: New refueling policies - Effective February 1,0.71
405,527,24,34,RE: Field work rotation schedule,0.86
406,795,24,50,RE: Question about behavior of field device,0.85
407,840,24,53,RE: New refueling policies - Effective February 1,0.71
408,38,24,3,RE: Field work rotation schedule,0.86
409,542,24,35,RE: Field work rotation schedule,0.86
109,217,27,14,RE: Babysitting recommendations,0.74
110,5,27,1,RE: Suggest topics for upcoming retreat,1
111,557,27,36,RE: Question - new travel forms,0.73
112,75,27,5,RE: Babysitting recommendations,0.74
113,160,27,11,RE: Question - new travel forms,0.73
114,746,27,46,RE: Question - new travel forms,0.73
115,781,27,49,RE: Notification of outside visit,0.73
183,679,29,43,RE: Staff still leaving computers unlocked when they leave at the day,1
431,114,30,7,RE: New refueling policies - Effective February 1,0.71
432,527,30,34,RE: Field work rotation schedule,0.86
433,795,30,50,RE: Question about behavior of field device,0.85
434,840,30,53,RE: New refueling policies - Effective February 1,0.71
435,38,30,3,RE: Field work rotation schedule,0.86
436,542,30,35,RE: Field work rotation schedule,0.86
442,795,34,50,RE: Question about behavior of field device,0.87
443,38,34,3,RE: Field work rotation schedule,1
444,542,34,35,RE: Field work rotation schedule,1
224,112,35,7,RE: New refueling policies - Effective February 1,0.71
225,113,35,7,RE: New refueling policies - Effective February 1,0.71
226,234,35,15,RE: New refueling policies - Effective February 1,0.71
227,114,35,7,RE: New refueling policies - Effective February 1,0.71
228,840,35,53,RE: New refueling policies - Effective February 1,0.71
11,217,36,14,RE: Babysitting recommendations,0.77
12,75,36,5,RE: Babysitting recommendations,0.77
258,75,36,5,RE: Babysitting recommendations,0.71
259,160,36,11,RE: Question - new travel forms,1
260,325,36,21,RE: Parking lottery winners,0.73
261,746,36,46,RE: Question - new travel forms,1
262,594,36,39,RE: GT website under attack,0.71
263,781,36,49,RE: Notification of outside visit,0.71
264,112,36,7,RE: New refueling policies - Effective February 1,0.78
265,377,36,24,RE: Vacation donation request,0.74
266,113,36,7,RE: New refueling policies - Effective February 1,0.78
267,234,36,15,RE: New refueling policies - Effective February 1,0.78
268,6,36,1,RE: Vacation donation request,0.74
269,477,36,30,RE: Vacation donation request,0.74
270,114,36,7,RE: New refueling policies - Effective February 1,0.78
271,795,36,50,RE: Question about behavior of field device,0.72
272,840,36,53,RE: New refueling policies - Effective February 1,0.78
437,349,36,23,RE: Don't text and drive!,0.75
438,249,36,16,RE: Don't text and drive!,0.75
439,350,36,23,RE: Don't text and drive!,0.75
440,218,36,14,RE: Does anyone have ...,1
281,593,38,39,GT website under attack,0.8
282,794,38,50,Question about behavior of field device,0.75
283,594,38,39,RE: GT website under attack,0.77
284,781,38,49,RE: Notification of outside visit,0.91
285,795,38,50,RE: Question about behavior of field device,0.76
79,793,39,50,RE: Anyone have a spare monitor?,0.93
80,678,39,43,RE: Anyone have a spare monitor?,0.93
81,592,39,39,RE: Anyone have a spare monitor?,0.93
177,161,39,11,RE: Does anyone have ...,0.74
178,558,39,36,RE: Does anyone have ...,0.74
179,349,39,23,RE: Don't text and drive!,0.71
180,249,39,16,RE: Don't text and drive!,0.71
181,350,39,23,RE: Don't text and drive!,0.71
182,218,39,14,RE: Does anyone have ...,0.74
335,794,39,50,Question about behavior of field device,0.82
336,594,39,39,RE: GT website under attack,0.92
337,781,39,49,RE: Notification of outside visit,0.77
338,377,39,24,RE: Vacation donation request,0.8
339,6,39,1,RE: Vacation donation request,0.8
340,477,39,30,RE: Vacation donation request,0.8
341,527,39,34,RE: Field work rotation schedule,0.75
342,795,39,50,RE: Question about behavior of field device,0.83
343,38,39,3,RE: Field work rotation schedule,0.75
344,542,39,35,RE: Field work rotation schedule,0.75
365,781,39,49,RE: Notification of outside visit,0.88
366,112,39,7,RE: New refueling policies - Effective February 1,0.7
367,377,39,24,RE: Vacation donation request,0.86
368,113,39,7,RE: New refueling policies - Effective February 1,0.7
369,234,39,15,RE: New refueling policies - Effective February 1,0.7
370,6,39,1,RE: Vacation donation request,0.86
371,477,39,30,RE: Vacation donation request,0.86
372,114,39,7,RE: New refueling policies - Effective February 1,0.7
373,527,39,34,RE: Field work rotation schedule,0.8
374,795,39,50,RE: Question about behavior of field device,0.87
375,840,39,53,RE: New refueling policies - Effective February 1,0.7
376,38,39,3,RE: Field work rotation schedule,0.8
377,542,39,35,RE: Field work rotation schedule,0.8
236,637,41,41,Vacation donation request,0.81
237,325,41,21,RE: Parking lottery winners,0.85
238,313,41,20,Field work rotation schedule,0.72
239,593,41,39,GT website under attack,0.71
240,794,41,50,Question about behavior of field device,0.71
241,377,41,24,RE: Vacation donation request,0.79
242,6,41,1,RE: Vacation donation request,0.79
243,477,41,30,RE: Vacation donation request,0.79
244,527,41,34,RE: Field work rotation schedule,0.71
245,795,41,50,RE: Question about behavior of field device,0.71
246,38,41,3,RE: Field work rotation schedule,0.71
247,542,41,35,RE: Field work rotation schedule,0.71
248,313,41,20,Field work rotation schedule,0.82
249,593,41,39,GT website under attack,0.77
250,794,41,50,Question about behavior of field device,0.77
251,377,41,24,RE: Vacation donation request,0.88
252,6,41,1,RE: Vacation donation request,0.88
253,477,41,30,RE: Vacation donation request,0.88
254,527,41,34,RE: Field work rotation schedule,0.74
255,795,41,50,RE: Question about behavior of field device,0.72
256,38,41,3,RE: Field work rotation schedule,0.74
257,542,41,35,RE: Field work rotation schedule,0.74
170,592,43,39,RE: Anyone have a spare monitor?,1
171,161,43,11,RE: Does anyone have ...,0.74
172,558,43,36,RE: Does anyone have ...,0.74
173,349,43,23,RE: Don't text and drive!,0.71
174,249,43,16,RE: Don't text and drive!,0.71
175,350,43,23,RE: Don't text and drive!,0.71
176,218,43,14,RE: Does anyone have ...,0.74
0,760,44,48,RE: Impact of Kronos politics on upcoming rollout,0.96
1,712,44,44,RE: Impact of Kronos politics on upcoming rollout,0.96
2,4,44,1,RE: Impact of Kronos politics on upcoming rollout,0.96
3,576,44,38,Notification of outside visit,0.72
4,593,44,39,GT website under attack,0.76
5,794,44,50,Question about behavior of field device,0.75
6,594,44,39,RE: GT website under attack,0.77
7,781,44,49,RE: Notification of outside visit,0.74
8,795,44,50,RE: Question about behavior of field device,0.78
52,4,44,1,RE: Impact of Kronos politics on upcoming rollout,1
53,412,44,27,RE: Suggest topics for upcoming retreat,0.73
54,24,44,2,RE: Union meeting,0.71
55,713,44,44,RE: Vistors from Tethys,0.79
56,52,44,4,RE: Union meeting,0.71
57,347,44,23,RE: Union meeting,0.71
58,5,44,1,RE: Suggest topics for upcoming retreat,0.73
59,576,44,38,Notification of outside visit,0.7
60,325,44,21,RE: Parking lottery winners,0.74
61,593,44,39,GT website under attack,0.74
62,794,44,50,Question about behavior of field device,0.71
63,594,44,39,RE: GT website under attack,0.85
64,781,44,49,RE: Notification of outside visit,0.83
65,112,44,7,RE: New refueling policies - Effective February 1,0.75
66,377,44,24,RE: Vacation donation request,0.73
67,113,44,7,RE: New refueling policies - Effective February 1,0.75
68,234,44,15,RE: New refueling policies - Effective February 1,0.75
69,6,44,1,RE: Vacation donation request,0.73
70,477,44,30,RE: Vacation donation request,0.73
71,114,44,7,RE: New refueling policies - Effective February 1,0.75
72,527,44,34,RE: Field work rotation schedule,0.71
73,795,44,50,RE: Question about behavior of field device,0.81
74,840,44,53,RE: New refueling policies - Effective February 1,0.75
75,38,44,3,RE: Field work rotation schedule,0.71
76,542,44,35,RE: Field work rotation schedule,0.71
137,217,44,14,RE: Babysitting recommendations,0.73
138,75,44,5,RE: Babysitting recommendations,0.73
147,557,45,36,RE: Question - new travel forms,0.91
148,160,45,11,RE: Question - new travel forms,0.91
149,746,45,46,RE: Question - new travel forms,0.91
295,161,45,11,RE: Does anyone have ...,0.9
296,558,45,36,RE: Does anyone have ...,0.9
297,218,45,14,RE: Does anyone have ...,0.9
345,594,46,39,RE: GT website under attack,0.71
346,781,46,49,RE: Notification of outside visit,0.71
347,112,46,7,RE: New refueling policies - Effective February 1,0.78
348,377,46,24,RE: Vacation donation request,0.74
349,113,46,7,RE: New refueling policies - Effective February 1,0.78
350,234,46,15,RE: New refueling policies - Effective February 1,0.78
351,6,46,1,RE: Vacation donation request,0.74
352,477,46,30,RE: Vacation donation request,0.74
353,114,46,7,RE: New refueling policies - Effective February 1,0.78
354,795,46,50,RE: Question about behavior of field device,0.72
355,840,46,53,RE: New refueling policies - Effective February 1,0.78
25,712,48,44,RE: Impact of Kronos politics on upcoming rollout,1
26,4,48,1,RE: Impact of Kronos politics on upcoming rollout,1
27,412,48,27,RE: Suggest topics for upcoming retreat,0.73
28,24,48,2,RE: Union meeting,0.71
29,713,48,44,RE: Vistors from Tethys,0.79
30,52,48,4,RE: Union meeting,0.71
31,347,48,23,RE: Union meeting,0.71
32,5,48,1,RE: Suggest topics for upcoming retreat,0.73
33,576,48,38,Notification of outside visit,0.7
34,325,48,21,RE: Parking lottery winners,0.74
35,593,48,39,GT website under attack,0.74
36,794,48,50,Question about behavior of field device,0.71
37,594,48,39,RE: GT website under attack,0.85
38,781,48,49,RE: Notification of outside visit,0.83
39,112,48,7,RE: New refueling policies - Effective February 1,0.75
40,377,48,24,RE: Vacation donation request,0.73
41,113,48,7,RE: New refueling policies - Effective February 1,0.75
42,234,48,15,RE: New refueling policies - Effective February 1,0.75
43,6,48,1,RE: Vacation donation request,0.73
44,477,48,30,RE: Vacation donation request,0.73
45,114,48,7,RE: New refueling policies - Effective February 1,0.75
46,527,48,34,RE: Field work rotation schedule,0.71
47,795,48,50,RE: Question about behavior of field device,0.81
48,840,48,53,RE: New refueling policies - Effective February 1,0.75
49,38,48,3,RE: Field work rotation schedule,0.71
50,542,48,35,RE: Field work rotation schedule,0.71
106,412,48,27,RE: Suggest topics for upcoming retreat,0.9
107,5,48,1,RE: Suggest topics for upcoming retreat,0.9
108,713,48,44,RE: Vistors from Tethys,0.89
116,829,49,52,RE: Awwww- cute!,0.82
117,780,49,49,RE: Awwww- cute!,0.82
386,377,49,24,RE: Vacation donation request,0.76
387,6,49,1,RE: Vacation donation request,0.76
388,477,49,30,RE: Vacation donation request,0.76
389,527,49,34,RE: Field work rotation schedule,0.72
390,795,49,50,RE: Question about behavior of field device,0.83
391,38,49,3,RE: Field work rotation schedule,0.72
392,542,49,35,RE: Field work rotation schedule,0.72
9,445,50,29,RE: Staff still leaving computers unlocked when they leave at the day,0.95
10,679,50,43,RE: Staff still leaving computers unlocked when they leave at the day,0.95
139,678,50,43,RE: Anyone have a spare monitor?,1
140,592,50,39,RE: Anyone have a spare monitor?,1
141,161,50,11,RE: Does anyone have ...,0.74
142,558,50,36,RE: Does anyone have ...,0.74
143,349,50,23,RE: Don't text and drive!,0.71
144,249,50,16,RE: Don't text and drive!,0.71
145,350,50,23,RE: Don't text and drive!,0.71
146,218,50,14,RE: Does anyone have ...,0.74
356,594,50,39,RE: GT website under attack,0.76
357,781,50,49,RE: Notification of outside visit,0.72
358,377,50,24,RE: Vacation donation request,0.77
359,6,50,1,RE: Vacation donation request,0.77
360,477,50,30,RE: Vacation donation request,0.77
361,527,50,34,RE: Field work rotation schedule,0.8
362,795,50,50,RE: Question about behavior of field device,0.95
363,38,50,3,RE: Field work rotation schedule,0.8
364,542,50,35,RE: Field work rotation schedule,0.8
448,38,50,3,RE: Field work rotation schedule,0.87
449,542,50,35,RE: Field work rotation schedule,0.87
235,780,52,49,RE: Awwww- cute!,1
