,ID,IDPF,IDPT,Subject,Similarity
74,175,5,11,RE: Dress for success - Dress to impress,0.78
75,17,5,1,RE: Managing perceptions about the IPO,0.76
76,758,5,47,RE: Files,0.76
77,424,5,27,RE: Managing perceptions about the IPO,0.76
78,472,5,29,RE: Question about behavior of field device,0.72
79,371,5,23,RE: Files,0.76
80,105,5,6,RE: GIS update,0.72
81,553,5,35,RE: GIS update,0.72
82,521,5,33,RE: GIS update,0.72
83,270,5,16,RE: Reorganization,0.81
84,486,5,30,RE: GIS update,0.72
85,322,5,20,RE: GIS update,0.72
86,373,5,23,RE: Out of staples,0.74
87,210,5,13,RE: Route suggestion for next shift,0.78
88,425,5,27,RE: Reorganization,0.81
89,66,5,4,RE: Route suggestion for next shift,0.78
90,244,5,15,RE: Route suggestion for next shift,0.78
91,282,5,17,RE: Inspection request for site,0.78
92,566,5,36,RE: Awwww- cute!,0.74
93,125,5,7,RE: Traffic advisory for today,0.82
94,67,5,4,RE: Traffic advisory for today,0.82
95,788,5,49,RE: Inspection request for site,0.78
96,374,5,23,RE: Traffic advisory for today,0.82
97,385,5,24,RE: Inspection request for site,0.78
98,662,5,41,RE: Training opportunity,0.79
99,271,5,16,RE: Traffic advisory for today,0.82
100,837,5,52,RE: Inspection request for site,0.78
525,553,6,35,RE: GIS update,1
526,521,6,33,RE: GIS update,1
527,582,6,38,RE: Security procedures for January 20 VIP visit,0.74
528,270,6,16,RE: Reorganization,0.81
529,486,6,30,RE: GIS update,1
530,322,6,20,RE: GIS update,1
531,210,6,13,RE: Route suggestion for next shift,0.72
532,425,6,27,RE: Reorganization,0.81
533,511,6,32,RE: Security procedures for January 20 VIP visit,0.74
534,66,6,4,RE: Route suggestion for next shift,0.72
535,836,6,52,RE: Security procedures for January 20 VIP visit,0.74
536,244,6,15,RE: Route suggestion for next shift,0.72
537,704,6,43,RE: Software review report,0.82
538,282,6,17,RE: Inspection request for site,0.71
539,566,6,36,RE: Awwww- cute!,0.78
540,125,6,7,RE: Traffic advisory for today,0.72
541,67,6,4,RE: Traffic advisory for today,0.72
542,813,6,50,RE: Software review report,0.82
543,407,6,26,RE: Security procedures for January 20 VIP visit,0.74
544,788,6,49,RE: Inspection request for site,0.71
545,374,6,23,RE: Traffic advisory for today,0.72
546,385,6,24,RE: Inspection request for site,0.71
547,662,6,41,RE: Training opportunity,0.75
548,271,6,16,RE: Traffic advisory for today,0.72
549,837,6,52,RE: Inspection request for site,0.71
26,330,7,21,RE: Are you buying coffee?,0.9
27,123,7,7,RE: Are you buying coffee?,0.9
176,662,7,41,RE: Training opportunity,0.73
578,308,7,19,RE: Funny!!,0.84
579,245,7,15,RE: Funny!!,0.84
580,211,7,13,RE: Funny!!,0.84
854,67,7,4,RE: Traffic advisory for today,1
855,407,7,26,RE: Security procedures for January 20 VIP visit,0.76
856,788,7,49,RE: Inspection request for site,0.89
857,374,7,23,RE: Traffic advisory for today,1
858,385,7,24,RE: Inspection request for site,0.89
859,662,7,41,RE: Training opportunity,0.8
860,271,7,16,RE: Traffic advisory for today,1
861,837,7,52,RE: Inspection request for site,0.89
101,484,9,30,GIS update,1
102,552,9,35,RE: GIS update,0.81
103,46,9,3,RE: GIS update,0.81
104,154,9,10,RE: GIS update,0.81
105,485,9,30,GIS update,1
106,105,9,6,RE: GIS update,0.81
107,553,9,35,RE: GIS update,0.81
108,521,9,33,RE: GIS update,0.81
109,486,9,30,RE: GIS update,0.81
110,322,9,20,RE: GIS update,0.81
302,758,10,47,RE: Files,0.75
303,371,10,23,RE: Files,0.75
304,485,10,30,GIS update,0.81
305,105,10,6,RE: GIS update,1
306,553,10,35,RE: GIS update,1
307,521,10,33,RE: GIS update,1
308,582,10,38,RE: Security procedures for January 20 VIP visit,0.74
309,270,10,16,RE: Reorganization,0.81
310,486,10,30,RE: GIS update,1
311,322,10,20,RE: GIS update,1
312,210,10,13,RE: Route suggestion for next shift,0.72
313,425,10,27,RE: Reorganization,0.81
314,511,10,32,RE: Security procedures for January 20 VIP visit,0.74
315,66,10,4,RE: Route suggestion for next shift,0.72
316,836,10,52,RE: Security procedures for January 20 VIP visit,0.74
317,244,10,15,RE: Route suggestion for next shift,0.72
318,704,10,43,RE: Software review report,0.82
319,282,10,17,RE: Inspection request for site,0.71
320,566,10,36,RE: Awwww- cute!,0.78
321,125,10,7,RE: Traffic advisory for today,0.72
322,67,10,4,RE: Traffic advisory for today,0.72
323,813,10,50,RE: Software review report,0.82
324,407,10,26,RE: Security procedures for January 20 VIP visit,0.74
325,788,10,49,RE: Inspection request for site,0.71
326,374,10,23,RE: Traffic advisory for today,0.72
327,385,10,24,RE: Inspection request for site,0.71
328,662,10,41,RE: Training opportunity,0.75
329,271,10,16,RE: Traffic advisory for today,0.72
330,837,10,52,RE: Inspection request for site,0.71
613,522,10,33,RE: 2516-00 openhole logging results,1
614,297,10,18,RE: 2516-00 openhole logging results,1
353,739,11,45,RE: Babysitting recommendations,0.77
354,472,11,29,RE: Question about behavior of field device,0.73
355,270,11,16,RE: Reorganization,0.74
356,210,11,13,RE: Route suggestion for next shift,0.75
357,425,11,27,RE: Reorganization,0.74
358,66,11,4,RE: Route suggestion for next shift,0.75
359,244,11,15,RE: Route suggestion for next shift,0.75
360,704,11,43,RE: Software review report,0.7
361,282,11,17,RE: Inspection request for site,0.72
362,125,11,7,RE: Traffic advisory for today,0.72
363,67,11,4,RE: Traffic advisory for today,0.72
364,813,11,50,RE: Software review report,0.7
365,788,11,49,RE: Inspection request for site,0.72
366,374,11,23,RE: Traffic advisory for today,0.72
367,385,11,24,RE: Inspection request for site,0.72
368,662,11,41,RE: Training opportunity,0.74
369,271,11,16,RE: Traffic advisory for today,0.72
370,837,11,52,RE: Inspection request for site,0.72
615,662,11,41,RE: Training opportunity,0.79
479,372,12,23,Route suggestion for next shift,1
480,722,12,44,Favor - water plants please next month,0.74
481,331,12,21,Inspection request for site,0.81
482,582,12,38,RE: Security procedures for January 20 VIP visit,0.76
483,876,12,55,RE: Favor - water plants please next month,0.74
484,210,12,13,RE: Route suggestion for next shift,0.94
485,35,12,2,Traffic advisory for today,0.76
486,723,12,44,RE: Favor - water plants please next month,0.74
487,511,12,32,RE: Security procedures for January 20 VIP visit,0.76
488,66,12,4,RE: Route suggestion for next shift,0.94
489,836,12,52,RE: Security procedures for January 20 VIP visit,0.76
490,244,12,15,RE: Route suggestion for next shift,0.94
491,282,12,17,RE: Inspection request for site,0.81
492,125,12,7,RE: Traffic advisory for today,0.75
493,67,12,4,RE: Traffic advisory for today,0.75
494,407,12,26,RE: Security procedures for January 20 VIP visit,0.76
495,788,12,49,RE: Inspection request for site,0.81
496,374,12,23,RE: Traffic advisory for today,0.75
497,385,12,24,RE: Inspection request for site,0.81
498,271,12,16,RE: Traffic advisory for today,0.75
499,837,12,52,RE: Inspection request for site,0.81
726,425,13,27,RE: Reorganization,0.73
727,35,13,2,Traffic advisory for today,0.75
728,723,13,44,RE: Favor - water plants please next month,0.81
729,511,13,32,RE: Security procedures for January 20 VIP visit,0.81
730,66,13,4,RE: Route suggestion for next shift,1
731,836,13,52,RE: Security procedures for January 20 VIP visit,0.81
732,244,13,15,RE: Route suggestion for next shift,1
733,704,13,43,RE: Software review report,0.74
734,282,13,17,RE: Inspection request for site,0.87
735,125,13,7,RE: Traffic advisory for today,0.85
736,67,13,4,RE: Traffic advisory for today,0.85
737,813,13,50,RE: Software review report,0.74
738,407,13,26,RE: Security procedures for January 20 VIP visit,0.81
739,788,13,49,RE: Inspection request for site,0.87
740,374,13,23,RE: Traffic advisory for today,0.85
741,385,13,24,RE: Inspection request for site,0.87
742,662,13,41,RE: Training opportunity,0.79
743,271,13,16,RE: Traffic advisory for today,0.85
744,837,13,52,RE: Inspection request for site,0.87
29,86,14,5,RE: Late for meeting,1
30,775,14,48,RE: Managing perceptions about the IPO,0.76
31,552,14,35,RE: GIS update,0.72
32,617,14,39,RE: Question about behavior of field device,0.72
33,46,14,3,RE: GIS update,0.72
34,16,14,1,RE: Managing perceptions about the IPO,0.76
35,154,14,10,RE: GIS update,0.72
36,776,14,48,RE: Managing perceptions about the IPO,0.76
37,175,14,11,RE: Dress for success - Dress to impress,0.78
38,17,14,1,RE: Managing perceptions about the IPO,0.76
39,758,14,47,RE: Files,0.76
40,424,14,27,RE: Managing perceptions about the IPO,0.76
41,472,14,29,RE: Question about behavior of field device,0.72
42,371,14,23,RE: Files,0.76
43,105,14,6,RE: GIS update,0.72
44,553,14,35,RE: GIS update,0.72
45,521,14,33,RE: GIS update,0.72
46,270,14,16,RE: Reorganization,0.81
47,486,14,30,RE: GIS update,0.72
48,322,14,20,RE: GIS update,0.72
49,373,14,23,RE: Out of staples,0.74
50,210,14,13,RE: Route suggestion for next shift,0.78
51,425,14,27,RE: Reorganization,0.81
52,66,14,4,RE: Route suggestion for next shift,0.78
53,244,14,15,RE: Route suggestion for next shift,0.78
54,282,14,17,RE: Inspection request for site,0.78
55,566,14,36,RE: Awwww- cute!,0.74
56,125,14,7,RE: Traffic advisory for today,0.82
57,67,14,4,RE: Traffic advisory for today,0.82
58,788,14,49,RE: Inspection request for site,0.78
59,374,14,23,RE: Traffic advisory for today,0.82
60,385,14,24,RE: Inspection request for site,0.78
61,662,14,41,RE: Training opportunity,0.79
62,271,14,16,RE: Traffic advisory for today,0.82
63,837,14,52,RE: Inspection request for site,0.78
822,704,15,43,RE: Software review report,0.74
823,282,15,17,RE: Inspection request for site,0.87
824,125,15,7,RE: Traffic advisory for today,0.85
825,67,15,4,RE: Traffic advisory for today,0.85
826,813,15,50,RE: Software review report,0.74
827,407,15,26,RE: Security procedures for January 20 VIP visit,0.81
828,788,15,49,RE: Inspection request for site,0.87
829,374,15,23,RE: Traffic advisory for today,0.85
830,385,15,24,RE: Inspection request for site,0.87
831,662,15,41,RE: Training opportunity,0.79
832,271,15,16,RE: Traffic advisory for today,0.85
833,837,15,52,RE: Inspection request for site,0.87
880,661,15,41,RE: Catering?!?,0.86
881,211,15,13,RE: Funny!!,1
655,486,16,30,RE: GIS update,0.81
656,322,16,20,RE: GIS update,0.81
657,210,16,13,RE: Route suggestion for next shift,0.73
658,425,16,27,RE: Reorganization,1
659,511,16,32,RE: Security procedures for January 20 VIP visit,0.71
660,66,16,4,RE: Route suggestion for next shift,0.73
661,836,16,52,RE: Security procedures for January 20 VIP visit,0.71
662,244,16,15,RE: Route suggestion for next shift,0.73
663,282,16,17,RE: Inspection request for site,0.77
664,566,16,36,RE: Awwww- cute!,0.78
665,125,16,7,RE: Traffic advisory for today,0.79
666,67,16,4,RE: Traffic advisory for today,0.79
667,407,16,26,RE: Security procedures for January 20 VIP visit,0.71
668,788,16,49,RE: Inspection request for site,0.77
669,374,16,23,RE: Traffic advisory for today,0.79
670,385,16,24,RE: Inspection request for site,0.77
671,662,16,41,RE: Training opportunity,0.79
672,271,16,16,RE: Traffic advisory for today,0.79
673,837,16,52,RE: Inspection request for site,0.77
898,837,16,52,RE: Inspection request for site,0.89
586,373,17,23,RE: Out of staples,0.86
841,125,17,7,RE: Traffic advisory for today,0.89
842,67,17,4,RE: Traffic advisory for today,0.89
843,813,17,50,RE: Software review report,0.73
844,407,17,26,RE: Security procedures for January 20 VIP visit,0.79
845,788,17,49,RE: Inspection request for site,1
846,374,17,23,RE: Traffic advisory for today,0.89
847,385,17,24,RE: Inspection request for site,1
848,662,17,41,RE: Training opportunity,0.8
849,271,17,16,RE: Traffic advisory for today,0.89
850,837,17,52,RE: Inspection request for site,1
745,566,19,36,RE: Awwww- cute!,0.74
746,245,19,15,RE: Funny!!,1
747,661,19,41,RE: Catering?!?,0.86
748,211,19,13,RE: Funny!!,1
465,47,20,3,RE: 2516-00 openhole logging results,0.93
466,155,20,10,RE: 2516-00 openhole logging results,0.93
467,522,20,33,RE: 2516-00 openhole logging results,0.93
468,297,20,18,RE: 2516-00 openhole logging results,0.93
702,210,20,13,RE: Route suggestion for next shift,0.72
703,425,20,27,RE: Reorganization,0.81
704,511,20,32,RE: Security procedures for January 20 VIP visit,0.74
705,66,20,4,RE: Route suggestion for next shift,0.72
706,836,20,52,RE: Security procedures for January 20 VIP visit,0.74
707,244,20,15,RE: Route suggestion for next shift,0.72
708,704,20,43,RE: Software review report,0.82
709,282,20,17,RE: Inspection request for site,0.71
710,566,20,36,RE: Awwww- cute!,0.78
711,125,20,7,RE: Traffic advisory for today,0.72
712,67,20,4,RE: Traffic advisory for today,0.72
713,813,20,50,RE: Software review report,0.82
714,407,20,26,RE: Security procedures for January 20 VIP visit,0.74
715,788,20,49,RE: Inspection request for site,0.71
716,374,20,23,RE: Traffic advisory for today,0.72
717,385,20,24,RE: Inspection request for site,0.71
718,662,20,41,RE: Training opportunity,0.75
719,271,20,16,RE: Traffic advisory for today,0.72
720,837,20,52,RE: Inspection request for site,0.71
111,123,21,7,RE: Are you buying coffee?,1
112,662,21,41,RE: Training opportunity,0.73
616,210,21,13,RE: Route suggestion for next shift,0.74
617,35,21,2,Traffic advisory for today,0.81
618,66,21,4,RE: Route suggestion for next shift,0.74
619,244,21,15,RE: Route suggestion for next shift,0.74
620,282,21,17,RE: Inspection request for site,0.89
621,125,21,7,RE: Traffic advisory for today,0.73
622,67,21,4,RE: Traffic advisory for today,0.73
623,788,21,49,RE: Inspection request for site,0.89
624,374,21,23,RE: Traffic advisory for today,0.73
625,385,21,24,RE: Inspection request for site,0.89
626,271,21,16,RE: Traffic advisory for today,0.73
627,837,21,52,RE: Inspection request for site,0.89
469,105,23,6,RE: GIS update,0.75
470,739,23,45,RE: Babysitting recommendations,0.84
471,553,23,35,RE: GIS update,0.75
472,521,23,33,RE: GIS update,0.75
473,270,23,16,RE: Reorganization,0.79
474,486,23,30,RE: GIS update,0.75
475,322,23,20,RE: GIS update,0.75
476,373,23,23,RE: Out of staples,0.73
477,425,23,27,RE: Reorganization,0.79
478,662,23,41,RE: Training opportunity,0.74
500,722,23,44,Favor - water plants please next month,0.74
501,331,23,21,Inspection request for site,0.81
502,582,23,38,RE: Security procedures for January 20 VIP visit,0.76
503,876,23,55,RE: Favor - water plants please next month,0.74
504,210,23,13,RE: Route suggestion for next shift,0.94
505,35,23,2,Traffic advisory for today,0.76
506,723,23,44,RE: Favor - water plants please next month,0.74
507,511,23,32,RE: Security procedures for January 20 VIP visit,0.76
508,66,23,4,RE: Route suggestion for next shift,0.94
509,836,23,52,RE: Security procedures for January 20 VIP visit,0.76
510,244,23,15,RE: Route suggestion for next shift,0.94
511,282,23,17,RE: Inspection request for site,0.81
512,125,23,7,RE: Traffic advisory for today,0.75
513,67,23,4,RE: Traffic advisory for today,0.75
514,407,23,26,RE: Security procedures for January 20 VIP visit,0.76
515,788,23,49,RE: Inspection request for site,0.81
516,374,23,23,RE: Traffic advisory for today,0.75
517,385,23,24,RE: Inspection request for site,0.81
518,271,23,16,RE: Traffic advisory for today,0.75
519,837,23,52,RE: Inspection request for site,0.81
721,210,23,13,RE: Route suggestion for next shift,0.7
722,66,23,4,RE: Route suggestion for next shift,0.7
723,244,23,15,RE: Route suggestion for next shift,0.7
888,385,23,24,RE: Inspection request for site,0.89
889,662,23,41,RE: Training opportunity,0.8
890,271,23,16,RE: Traffic advisory for today,1
891,837,23,52,RE: Inspection request for site,0.89
893,662,24,41,RE: Training opportunity,0.8
894,271,24,16,RE: Traffic advisory for today,0.89
895,837,24,52,RE: Inspection request for site,1
874,788,26,49,RE: Inspection request for site,0.79
875,374,26,23,RE: Traffic advisory for today,0.76
876,385,26,24,RE: Inspection request for site,0.79
877,662,26,41,RE: Training opportunity,0.73
878,271,26,16,RE: Traffic advisory for today,0.76
879,837,26,52,RE: Inspection request for site,0.79
422,472,27,29,RE: Question about behavior of field device,0.75
423,582,27,38,RE: Security procedures for January 20 VIP visit,0.72
424,270,27,16,RE: Reorganization,0.71
425,210,27,13,RE: Route suggestion for next shift,0.73
426,425,27,27,RE: Reorganization,0.71
427,511,27,32,RE: Security procedures for January 20 VIP visit,0.72
428,66,27,4,RE: Route suggestion for next shift,0.73
429,836,27,52,RE: Security procedures for January 20 VIP visit,0.72
430,244,27,15,RE: Route suggestion for next shift,0.73
431,282,27,17,RE: Inspection request for site,0.73
432,125,27,7,RE: Traffic advisory for today,0.75
433,67,27,4,RE: Traffic advisory for today,0.75
434,407,27,26,RE: Security procedures for January 20 VIP visit,0.72
435,788,27,49,RE: Inspection request for site,0.73
436,374,27,23,RE: Traffic advisory for today,0.75
437,385,27,24,RE: Inspection request for site,0.73
438,662,27,41,RE: Training opportunity,0.76
439,271,27,16,RE: Traffic advisory for today,0.75
440,837,27,52,RE: Inspection request for site,0.73
749,511,27,32,RE: Security procedures for January 20 VIP visit,0.71
750,66,27,4,RE: Route suggestion for next shift,0.73
751,836,27,52,RE: Security procedures for January 20 VIP visit,0.71
752,244,27,15,RE: Route suggestion for next shift,0.73
753,282,27,17,RE: Inspection request for site,0.77
754,566,27,36,RE: Awwww- cute!,0.78
755,125,27,7,RE: Traffic advisory for today,0.79
756,67,27,4,RE: Traffic advisory for today,0.79
757,407,27,26,RE: Security procedures for January 20 VIP visit,0.71
758,788,27,49,RE: Inspection request for site,0.77
759,374,27,23,RE: Traffic advisory for today,0.79
760,385,27,24,RE: Inspection request for site,0.77
761,662,27,41,RE: Training opportunity,0.79
762,271,27,16,RE: Traffic advisory for today,0.79
763,837,27,52,RE: Inspection request for site,0.77
28,702,29,43,RE: Article - interesting,0.9
127,617,29,39,RE: Question about behavior of field device,0.95
128,835,29,52,Security procedures for January 20 VIP visit,0.75
129,472,29,29,RE: Question about behavior of field device,0.95
130,190,29,12,Route suggestion for next shift,0.83
131,372,29,23,Route suggestion for next shift,0.83
132,176,29,11,Training opportunity,0.72
133,331,29,21,Inspection request for site,0.8
134,582,29,38,RE: Security procedures for January 20 VIP visit,0.71
135,210,29,13,RE: Route suggestion for next shift,0.77
136,35,29,2,Traffic advisory for today,0.77
137,511,29,32,RE: Security procedures for January 20 VIP visit,0.71
138,66,29,4,RE: Route suggestion for next shift,0.77
139,836,29,52,RE: Security procedures for January 20 VIP visit,0.71
140,244,29,15,RE: Route suggestion for next shift,0.77
141,282,29,17,RE: Inspection request for site,0.75
142,125,29,7,RE: Traffic advisory for today,0.71
143,67,29,4,RE: Traffic advisory for today,0.71
144,407,29,26,RE: Security procedures for January 20 VIP visit,0.71
145,788,29,49,RE: Inspection request for site,0.75
146,374,29,23,RE: Traffic advisory for today,0.71
147,385,29,24,RE: Inspection request for site,0.75
148,271,29,16,RE: Traffic advisory for today,0.71
149,837,29,52,RE: Inspection request for site,0.75
441,190,29,12,Route suggestion for next shift,0.84
442,372,29,23,Route suggestion for next shift,0.84
443,331,29,21,Inspection request for site,0.77
444,582,29,38,RE: Security procedures for January 20 VIP visit,0.81
445,876,29,55,RE: Favor - water plants please next month,0.76
446,210,29,13,RE: Route suggestion for next shift,0.87
447,35,29,2,Traffic advisory for today,0.78
448,723,29,44,RE: Favor - water plants please next month,0.76
449,511,29,32,RE: Security procedures for January 20 VIP visit,0.81
450,66,29,4,RE: Route suggestion for next shift,0.87
451,836,29,52,RE: Security procedures for January 20 VIP visit,0.81
452,244,29,15,RE: Route suggestion for next shift,0.87
453,704,29,43,RE: Software review report,0.77
454,282,29,17,RE: Inspection request for site,0.85
455,125,29,7,RE: Traffic advisory for today,0.83
456,67,29,4,RE: Traffic advisory for today,0.83
457,813,29,50,RE: Software review report,0.77
458,407,29,26,RE: Security procedures for January 20 VIP visit,0.81
459,788,29,49,RE: Inspection request for site,0.85
460,374,29,23,RE: Traffic advisory for today,0.83
461,385,29,24,RE: Inspection request for site,0.85
462,662,29,41,RE: Training opportunity,0.76
463,271,29,16,RE: Traffic advisory for today,0.83
464,837,29,52,RE: Inspection request for site,0.85
113,552,30,35,RE: GIS update,0.81
114,46,30,3,RE: GIS update,0.81
115,154,30,10,RE: GIS update,0.81
116,485,30,30,GIS update,1
117,105,30,6,RE: GIS update,0.81
118,553,30,35,RE: GIS update,0.81
119,521,30,33,RE: GIS update,0.81
120,486,30,30,RE: GIS update,0.81
121,322,30,20,RE: GIS update,0.81
520,105,30,6,RE: GIS update,0.81
521,553,30,35,RE: GIS update,0.81
522,521,30,33,RE: GIS update,0.81
523,486,30,30,RE: GIS update,0.81
524,322,30,20,RE: GIS update,0.81
675,322,30,20,RE: GIS update,1
676,210,30,13,RE: Route suggestion for next shift,0.72
677,425,30,27,RE: Reorganization,0.81
678,511,30,32,RE: Security procedures for January 20 VIP visit,0.74
679,66,30,4,RE: Route suggestion for next shift,0.72
680,836,30,52,RE: Security procedures for January 20 VIP visit,0.74
681,244,30,15,RE: Route suggestion for next shift,0.72
682,704,30,43,RE: Software review report,0.82
683,282,30,17,RE: Inspection request for site,0.71
684,566,30,36,RE: Awwww- cute!,0.78
685,125,30,7,RE: Traffic advisory for today,0.72
686,67,30,4,RE: Traffic advisory for today,0.72
687,813,30,50,RE: Software review report,0.82
688,407,30,26,RE: Security procedures for January 20 VIP visit,0.74
689,788,30,49,RE: Inspection request for site,0.71
690,374,30,23,RE: Traffic advisory for today,0.72
691,385,30,24,RE: Inspection request for site,0.71
692,662,30,41,RE: Training opportunity,0.75
693,271,30,16,RE: Traffic advisory for today,0.72
694,837,30,52,RE: Inspection request for site,0.71
780,66,32,4,RE: Route suggestion for next shift,0.81
781,836,32,52,RE: Security procedures for January 20 VIP visit,1
782,244,32,15,RE: Route suggestion for next shift,0.81
783,704,32,43,RE: Software review report,0.72
784,282,32,17,RE: Inspection request for site,0.79
785,125,32,7,RE: Traffic advisory for today,0.76
786,67,32,4,RE: Traffic advisory for today,0.76
787,813,32,50,RE: Software review report,0.72
