,ID,IDPF,IDPT,Subject,Similarity
275,318,25,20,RE: Wellhead flow rate data,0.86
276,535,25,34,RE: Whoâ€™s tracking the office pool,0.7
277,858,25,54,RE: Wellhead flow rate data,0.86
278,824,25,51,RE: Facilities preparations for VIP visit,0.9
279,202,25,13,RE: Facilities preparations for VIP visit,0.9
280,99,25,6,RE: Wellhead flow rate data,0.86
281,12,25,1,RE: Impact of local politics on profit margin,0.82
282,870,25,55,RE: Impact of local politics on profit margin,0.82
283,361,25,23,Route suggestion for next shift,0.76
284,304,25,19,RE: Facilities preparations for VIP visit,0.9
285,547,25,35,Wellhead flow rate data,0.73
286,433,25,28,RE: Traffic advisory for today,0.76
287,257,25,16,RE: Facilities preparations for VIP visit,0.9
288,169,25,11,RE: Training opportunity,0.73
289,753,25,46,RE: Action: Virus detected on your system,0.71
290,418,25,27,RE: Impact of local politics on profit margin,0.82
291,845,25,53,RE: Route suggestion for next shift,0.81
292,382,25,24,RE: Action: Virus detected on your system,0.71
293,258,25,16,RE: Traffic advisory for today,0.76
294,435,25,28,RE: Route suggestion for next shift,0.81
295,580,25,38,RE: Action: Virus detected on your system,0.71
296,564,25,36,RE: Training opportunity,0.73
297,462,25,29,RE: Conference report,0.76
298,203,25,13,RE: Traffic advisory for today,0.76
299,403,25,26,RE: Action: Virus detected on your system,0.71
300,610,25,39,RE: Conference report,0.76
301,58,25,4,RE: Route suggestion for next shift,0.81
302,305,25,19,RE: Traffic advisory for today,0.76
303,667,25,42,RE: Action: Virus detected on your system,0.71
304,548,25,35,RE: Wellhead flow rate data,0.86
305,100,25,6,RE: Wellhead flow rate data,0.86
487,536,26,34,Supplies,0.8
745,666,26,42,RE: Late for meeting,0.84
746,402,26,26,RE: Late for meeting,0.84
747,361,26,23,Route suggestion for next shift,0.73
748,433,26,28,RE: Traffic advisory for today,0.7
749,845,26,53,RE: Route suggestion for next shift,0.73
750,258,26,16,RE: Traffic advisory for today,0.7
751,435,26,28,RE: Route suggestion for next shift,0.73
752,203,26,13,RE: Traffic advisory for today,0.7
753,58,26,4,RE: Route suggestion for next shift,0.73
754,305,26,19,RE: Traffic advisory for today,0.7
860,871,26,55,RE: Maximizing quarterly profits,0.71
861,433,26,28,RE: Traffic advisory for today,0.82
862,169,26,11,RE: Training opportunity,0.79
863,753,26,46,RE: Action: Virus detected on your system,0.73
864,845,26,53,RE: Route suggestion for next shift,0.78
865,382,26,24,RE: Action: Virus detected on your system,0.73
866,258,26,16,RE: Traffic advisory for today,0.82
867,435,26,28,RE: Route suggestion for next shift,0.78
868,580,26,38,RE: Action: Virus detected on your system,0.73
869,564,26,36,RE: Training opportunity,0.79
870,462,26,29,RE: Conference report,0.72
871,203,26,13,RE: Traffic advisory for today,0.82
872,403,26,26,RE: Action: Virus detected on your system,0.73
873,610,26,39,RE: Conference report,0.72
874,58,26,4,RE: Route suggestion for next shift,0.78
875,305,26,19,RE: Traffic advisory for today,0.82
876,667,26,42,RE: Action: Virus detected on your system,0.73
1214,610,26,39,RE: Conference report,0.83
1215,58,26,4,RE: Route suggestion for next shift,0.79
1216,305,26,19,RE: Traffic advisory for today,0.75
1217,667,26,42,RE: Action: Virus detected on your system,1
1218,548,26,35,RE: Wellhead flow rate data,0.75
1219,100,26,6,RE: Wellhead flow rate data,0.75
1220,383,26,24,RE: Updated Safety Policies,0.73
1221,240,26,15,RE: Updated Safety Policies,0.73
1222,436,26,28,RE: Updated Safety Policies,0.73
1223,419,26,27,RE: Updated Safety Policies,0.73
1097,845,27,53,RE: Route suggestion for next shift,0.87
1098,382,27,24,RE: Action: Virus detected on your system,0.7
1099,258,27,16,RE: Traffic advisory for today,0.78
1100,435,27,28,RE: Route suggestion for next shift,0.87
1101,580,27,38,RE: Action: Virus detected on your system,0.7
1102,564,27,36,RE: Training opportunity,0.71
1103,203,27,13,RE: Traffic advisory for today,0.78
1104,403,27,26,RE: Action: Virus detected on your system,0.7
1105,58,27,4,RE: Route suggestion for next shift,0.87
1106,305,27,19,RE: Traffic advisory for today,0.78
1107,667,27,42,RE: Action: Virus detected on your system,0.7
1108,548,27,35,RE: Wellhead flow rate data,0.8
1109,100,27,6,RE: Wellhead flow rate data,0.8
974,204,28,13,RE: Who took the toolbox out of my truck?,0.94
975,59,28,4,RE: Who took the toolbox out of my truck?,0.94
1023,257,28,16,RE: Facilities preparations for VIP visit,0.75
1024,169,28,11,RE: Training opportunity,0.8
1025,753,28,46,RE: Action: Virus detected on your system,0.75
1026,418,28,27,RE: Impact of local politics on profit margin,0.78
1027,845,28,53,RE: Route suggestion for next shift,0.85
1028,382,28,24,RE: Action: Virus detected on your system,0.75
1029,258,28,16,RE: Traffic advisory for today,1
1030,435,28,28,RE: Route suggestion for next shift,0.85
1031,580,28,38,RE: Action: Virus detected on your system,0.75
1032,564,28,36,RE: Training opportunity,0.8
1033,462,28,29,RE: Conference report,0.73
1034,203,28,13,RE: Traffic advisory for today,1
1035,403,28,26,RE: Action: Virus detected on your system,0.75
1036,610,28,39,RE: Conference report,0.73
1037,58,28,4,RE: Route suggestion for next shift,0.85
1038,305,28,19,RE: Traffic advisory for today,1
1039,204,28,13,RE: Who took the toolbox out of my truck?,0.7
1040,667,28,42,RE: Action: Virus detected on your system,0.75
1041,548,28,35,RE: Wellhead flow rate data,0.72
1042,100,28,6,RE: Wellhead flow rate data,0.72
1043,59,28,4,RE: Who took the toolbox out of my truck?,0.7
1157,580,28,38,RE: Action: Virus detected on your system,0.79
1158,564,28,36,RE: Training opportunity,0.79
1159,462,28,29,RE: Conference report,0.79
1160,203,28,13,RE: Traffic advisory for today,0.85
1161,403,28,26,RE: Action: Virus detected on your system,0.79
1162,610,28,39,RE: Conference report,0.79
1163,58,28,4,RE: Route suggestion for next shift,1
1164,305,28,19,RE: Traffic advisory for today,0.85
1165,204,28,13,RE: Who took the toolbox out of my truck?,0.71
1166,667,28,42,RE: Action: Virus detected on your system,0.79
1167,548,28,35,RE: Wellhead flow rate data,0.82
1168,100,28,6,RE: Wellhead flow rate data,0.82
1169,59,28,4,RE: Who took the toolbox out of my truck?,0.71
1257,419,28,27,RE: Updated Safety Policies,1
134,688,29,43,RE: Seeing strange network activity,0.73
135,456,29,29,RE: Seeing strange network activity,0.73
136,394,29,25,RE: Security procedures for January 20 VIP visit,0.81
137,457,29,29,RE: Patch status,0.74
138,804,29,50,RE: Action: Review network logs,1
139,689,29,43,RE: Action: Review network logs,1
140,500,29,31,RE: Security procedures for January 20 VIP visit,0.81
141,579,29,38,RE: Mandatory training,0.73
142,606,29,39,RE: Mandatory training,0.73
143,806,29,50,RE: Seeing strange network activity,0.73
144,30,29,2,RE: Mandatory training,0.73
145,607,29,39,RE: Seeing strange network activity,0.73
146,318,29,20,RE: Wellhead flow rate data,0.83
147,858,29,54,RE: Wellhead flow rate data,0.83
148,569,29,37,Action: Virus detected on your system,0.78
149,824,29,51,RE: Facilities preparations for VIP visit,0.75
150,666,29,42,RE: Late for meeting,0.73
151,402,29,26,RE: Late for meeting,0.73
152,202,29,13,RE: Facilities preparations for VIP visit,0.75
153,99,29,6,RE: Wellhead flow rate data,0.83
154,12,29,1,RE: Impact of local politics on profit margin,0.73
155,870,29,55,RE: Impact of local politics on profit margin,0.73
156,304,29,19,RE: Facilities preparations for VIP visit,0.75
157,433,29,28,RE: Traffic advisory for today,0.76
158,257,29,16,RE: Facilities preparations for VIP visit,0.75
159,169,29,11,RE: Training opportunity,0.77
160,753,29,46,RE: Action: Virus detected on your system,0.86
161,418,29,27,RE: Impact of local politics on profit margin,0.73
162,845,29,53,RE: Route suggestion for next shift,0.8
163,382,29,24,RE: Action: Virus detected on your system,0.86
164,258,29,16,RE: Traffic advisory for today,0.76
165,435,29,28,RE: Route suggestion for next shift,0.8
166,580,29,38,RE: Action: Virus detected on your system,0.86
167,564,29,36,RE: Training opportunity,0.77
168,462,29,29,RE: Conference report,0.86
169,203,29,13,RE: Traffic advisory for today,0.76
170,403,29,26,RE: Action: Virus detected on your system,0.86
171,610,29,39,RE: Conference report,0.86
172,58,29,4,RE: Route suggestion for next shift,0.8
173,305,29,19,RE: Traffic advisory for today,0.76
174,667,29,42,RE: Action: Virus detected on your system,0.86
175,548,29,35,RE: Wellhead flow rate data,0.83
176,100,29,6,RE: Wellhead flow rate data,0.83
177,383,29,24,RE: Updated Safety Policies,0.75
178,240,29,15,RE: Updated Safety Policies,0.75
179,436,29,28,RE: Updated Safety Policies,0.75
180,419,29,27,RE: Updated Safety Policies,0.75
224,394,29,25,RE: Security procedures for January 20 VIP visit,0.71
225,457,29,29,RE: Patch status,0.75
226,804,29,50,RE: Action: Review network logs,0.73
227,689,29,43,RE: Action: Review network logs,0.73
228,500,29,31,RE: Security procedures for January 20 VIP visit,0.71
229,579,29,38,RE: Mandatory training,0.8
230,606,29,39,RE: Mandatory training,0.8
231,81,29,5,RE: Whoâ€™s tracking the office pool,0.72
232,806,29,50,RE: Seeing strange network activity,1
233,30,29,2,RE: Mandatory training,0.8
234,717,29,44,RE: Maximizing quarterly profits,0.71
235,607,29,39,RE: Seeing strange network activity,1
236,318,29,20,RE: Wellhead flow rate data,0.75
237,535,29,34,RE: Whoâ€™s tracking the office pool,0.72
238,858,29,54,RE: Wellhead flow rate data,0.75
239,824,29,51,RE: Facilities preparations for VIP visit,0.71
240,666,29,42,RE: Late for meeting,0.71
241,402,29,26,RE: Late for meeting,0.71
242,202,29,13,RE: Facilities preparations for VIP visit,0.71
243,99,29,6,RE: Wellhead flow rate data,0.75
244,12,29,1,RE: Impact of local politics on profit margin,0.77
245,870,29,55,RE: Impact of local politics on profit margin,0.77
246,361,29,23,Route suggestion for next shift,0.79
247,304,29,19,RE: Facilities preparations for VIP visit,0.71
248,871,29,55,RE: Maximizing quarterly profits,0.71
249,433,29,28,RE: Traffic advisory for today,0.77
250,257,29,16,RE: Facilities preparations for VIP visit,0.71
251,169,29,11,RE: Training opportunity,0.82
252,418,29,27,RE: Impact of local politics on profit margin,0.77
253,845,29,53,RE: Route suggestion for next shift,0.86
254,258,29,16,RE: Traffic advisory for today,0.77
255,435,29,28,RE: Route suggestion for next shift,0.86
256,564,29,36,RE: Training opportunity,0.82
257,462,29,29,RE: Conference report,0.72
258,203,29,13,RE: Traffic advisory for today,0.77
259,610,29,39,RE: Conference report,0.72
260,58,29,4,RE: Route suggestion for next shift,0.86
261,305,29,19,RE: Traffic advisory for today,0.77
262,548,29,35,RE: Wellhead flow rate data,0.75
263,100,29,6,RE: Wellhead flow rate data,0.75
306,804,29,50,RE: Action: Review network logs,0.74
307,689,29,43,RE: Action: Review network logs,0.74
308,579,29,38,RE: Mandatory training,0.77
309,606,29,39,RE: Mandatory training,0.77
310,806,29,50,RE: Seeing strange network activity,0.75
311,692,29,43,RE: Can someone verify this behavior?,0.71
312,30,29,2,RE: Mandatory training,0.77
313,607,29,39,RE: Seeing strange network activity,0.75
314,608,29,39,RE: Can someone verify this behavior?,0.71
315,809,29,50,RE: Can someone verify this behavior?,0.71
316,169,29,11,RE: Training opportunity,0.77
317,845,29,53,RE: Route suggestion for next shift,0.75
318,435,29,28,RE: Route suggestion for next shift,0.75
319,564,29,36,RE: Training opportunity,0.77
320,462,29,29,RE: Conference report,0.71
321,610,29,39,RE: Conference report,0.71
322,58,29,4,RE: Route suggestion for next shift,0.75
406,690,29,43,RE: Take a look at this,0.91
407,807,29,50,RE: Take a look at this,0.91
408,805,29,50,RE: Man your battlestations!,0.86
409,461,29,29,RE: Man your battlestations!,0.86
410,691,29,43,RE: Man your battlestations!,0.86
489,692,29,43,RE: Can someone verify this behavior?,0.94
490,608,29,39,RE: Can someone verify this behavior?,0.94
491,809,29,50,RE: Can someone verify this behavior?,0.94
535,691,29,43,RE: Man your battlestations!,1
536,185,29,12,RE: Be Careful!,0.71
537,362,29,23,RE: Be Careful!,0.71
538,239,29,15,RE: Be Careful!,0.71
539,434,29,28,RE: Be Careful!,0.71
1193,203,29,13,RE: Traffic advisory for today,0.73
1194,403,29,26,RE: Action: Virus detected on your system,0.83
1195,610,29,39,RE: Conference report,1
1196,58,29,4,RE: Route suggestion for next shift,0.79
1197,305,29,19,RE: Traffic advisory for today,0.73
1198,667,29,42,RE: Action: Virus detected on your system,0.83
1199,548,29,35,RE: Wellhead flow rate data,0.8
1200,100,29,6,RE: Wellhead flow rate data,0.8
1201,383,29,24,RE: Updated Safety Policies,0.72
1202,240,29,15,RE: Updated Safety Policies,0.72
1203,436,29,28,RE: Updated Safety Policies,0.72
1204,419,29,27,RE: Updated Safety Policies,0.72
657,318,30,20,RE: Wellhead flow rate data,0.9
658,858,30,54,RE: Wellhead flow rate data,0.9
659,808,30,50,Conference report,0.72
