,ID,IDPF,IDPT,Subject,Similarity
277,164,14,11,RE: Coupon club,0.78
387,56,14,4,RE: Service anniversary,0.76
388,799,14,50,RE: Web site,0.79
389,225,14,14,RE: Need volunteers - charity bake sale,0.7
390,76,14,5,RE: Coupon club,0.85
391,645,14,41,RE: Coupon club,0.85
392,766,14,48,RE: Recommendations for a good investment advisor?,0.75
393,164,14,11,RE: Coupon club,0.85
394,831,14,52,RE: Vacation scheduling procedures,0.77
395,684,14,43,RE: Web site,0.79
396,509,14,32,RE: Vacation scheduling procedures,0.77
436,76,14,5,RE: Coupon club,0.76
437,414,14,27,RE: Reception after the corporate meeting Monday morning,0.72
438,645,14,41,RE: Coupon club,0.76
439,766,14,48,RE: Recommendations for a good investment advisor?,0.71
440,164,14,11,RE: Coupon club,0.76
441,831,14,52,RE: Vacation scheduling procedures,0.8
442,684,14,43,RE: Web site,0.74
443,509,14,32,RE: Vacation scheduling procedures,0.8
8,115,16,7,RE: Funny!!,0.84
9,54,16,4,RE: Funny!!,0.84
13,147,18,10,RE: Equipment calibration,0.8
14,221,18,14,Training opportunity,0.79
15,97,18,6,RE: Equipment calibration,0.8
16,162,18,11,Need volunteers - charity bake sale,0.77
17,797,18,50,Web site,0.78
18,55,18,4,Service anniversary,0.78
19,163,18,11,RE: Need volunteers - charity bake sale,0.76
20,494,18,31,Vacation scheduling procedures,0.76
21,799,18,50,RE: Web site,0.71
22,225,18,14,RE: Need volunteers - charity bake sale,0.76
23,831,18,52,RE: Vacation scheduling procedures,0.75
24,684,18,43,RE: Web site,0.71
25,509,18,32,RE: Vacation scheduling procedures,0.75
187,732,19,45,RE: Training opportunity,0.73
188,644,19,41,RE: Joke - funny!,0.76
189,398,19,26,RE: Late for meeting,0.79
190,352,19,23,RE: Late for meeting,0.79
191,733,19,45,RE: Service anniversary,0.78
192,224,19,14,RE: Training opportunity,0.73
193,531,19,34,RE: GASTech announcements,0.73
194,56,19,4,RE: Service anniversary,0.78
195,784,19,49,RE: Updated assignments,0.7
196,799,19,50,RE: Web site,0.75
197,76,19,5,RE: Coupon club,0.71
198,117,19,7,RE: GASTech announcements,0.73
199,393,19,25,RE: Updated assignments,0.7
200,495,19,31,RE: Updated assignments,0.7
201,278,19,17,RE: GASTech announcements,0.73
202,645,19,41,RE: Coupon club,0.71
203,77,19,5,RE: Joke - funny!,0.76
204,164,19,11,RE: Coupon club,0.71
205,831,19,52,RE: Vacation scheduling procedures,0.72
206,684,19,43,RE: Web site,0.75
207,509,19,32,RE: Vacation scheduling procedures,0.72
218,392,21,25,RE: Changes to travel policy,1
219,642,21,41,RE: Need a ride to lunch later,0.73
220,732,21,45,RE: Training opportunity,0.73
221,39,21,3,RE: Changes to travel policy,1
222,224,21,14,RE: Training opportunity,0.73
223,798,21,50,RE: Anyone have time to help troubleshoot some software?,0.75
224,76,21,5,RE: Coupon club,0.73
225,645,21,41,RE: Coupon club,0.73
226,451,21,29,RE: Anyone have time to help troubleshoot some software?,0.75
227,164,21,11,RE: Coupon club,0.73
0,478,22,30,RE: 2516-00 openhole logging results,0.93
1,148,22,10,Downhole logging scheduled for 2516-00,0.73
105,398,23,26,RE: Late for meeting,0.84
106,352,23,23,RE: Late for meeting,0.84
355,733,23,45,RE: Service anniversary,0.74
356,224,23,14,RE: Training opportunity,0.79
357,56,23,4,RE: Service anniversary,0.74
358,799,23,50,RE: Web site,0.72
359,76,23,5,RE: Coupon club,0.77
360,414,23,27,RE: Reception after the corporate meeting Monday morning,0.72
361,645,23,41,RE: Coupon club,0.77
362,766,23,48,RE: Recommendations for a good investment advisor?,0.73
363,77,23,5,RE: Joke - funny!,0.72
364,164,23,11,RE: Coupon club,0.77
365,684,23,43,RE: Web site,0.72
366,800,23,50,RE: Who's up for lunch?,0.71
367,452,23,29,RE: Who's up for lunch?,0.71
491,800,23,50,RE: Who's up for lunch?,0.76
492,452,23,29,RE: Who's up for lunch?,0.76
228,784,25,49,RE: Updated assignments,0.79
229,393,25,25,RE: Updated assignments,0.79
230,495,25,31,RE: Updated assignments,0.79
231,642,25,41,RE: Need a ride to lunch later,0.73
232,732,25,45,RE: Training opportunity,0.73
233,39,25,3,RE: Changes to travel policy,1
234,224,25,14,RE: Training opportunity,0.73
235,798,25,50,RE: Anyone have time to help troubleshoot some software?,0.75
236,76,25,5,RE: Coupon club,0.73
237,645,25,41,RE: Coupon club,0.73
238,451,25,29,RE: Anyone have time to help troubleshoot some software?,0.75
239,164,25,11,RE: Coupon club,0.73
460,495,25,31,RE: Updated assignments,1
461,278,25,17,RE: GASTech announcements,0.8
337,352,26,23,RE: Late for meeting,1
338,733,26,45,RE: Service anniversary,0.74
339,224,26,14,RE: Training opportunity,0.79
340,56,26,4,RE: Service anniversary,0.74
341,799,26,50,RE: Web site,0.72
342,76,26,5,RE: Coupon club,0.77
343,414,26,27,RE: Reception after the corporate meeting Monday morning,0.72
344,645,26,41,RE: Coupon club,0.77
345,766,26,48,RE: Recommendations for a good investment advisor?,0.73
346,77,26,5,RE: Joke - funny!,0.72
347,164,26,11,RE: Coupon club,0.77
348,684,26,43,RE: Web site,0.72
349,800,26,50,RE: Who's up for lunch?,0.71
350,452,26,29,RE: Who's up for lunch?,0.71
466,645,27,41,RE: Coupon club,0.73
467,766,27,48,RE: Recommendations for a good investment advisor?,0.79
468,164,27,11,RE: Coupon club,0.73
469,831,27,52,RE: Vacation scheduling procedures,0.74
470,684,27,43,RE: Web site,0.73
471,509,27,32,RE: Vacation scheduling procedures,0.74
402,842,28,53,RE: Who took the toolbox out of my truck?,1
403,818,28,51,RE: Who took the toolbox out of my truck?,1
404,353,28,23,RE: Who took the toolbox out of my truck?,1
405,800,28,50,RE: Who's up for lunch?,0.76
406,452,28,29,RE: Who's up for lunch?,0.76
10,291,29,18,Equipment calibration,0.71
11,599,29,39,RE: Hardware failures,0.77
12,494,29,31,Vacation scheduling procedures,0.74
131,841,29,53,RE: Need a ride to lunch later,0.73
132,329,29,21,RE: Changes to travel policy,1
133,392,29,25,RE: Changes to travel policy,1
134,642,29,41,RE: Need a ride to lunch later,0.73
135,732,29,45,RE: Training opportunity,0.73
136,39,29,3,RE: Changes to travel policy,1
137,224,29,14,RE: Training opportunity,0.73
138,798,29,50,RE: Anyone have time to help troubleshoot some software?,0.75
139,76,29,5,RE: Coupon club,0.73
140,645,29,41,RE: Coupon club,0.73
141,451,29,29,RE: Anyone have time to help troubleshoot some software?,0.75
142,164,29,11,RE: Coupon club,0.73
351,800,29,50,RE: Who's up for lunch?,0.9
352,452,29,29,RE: Who's up for lunch?,0.9
59,148,30,10,Downhole logging scheduled for 2516-00,0.79
60,97,30,6,RE: Equipment calibration,0.71
61,545,30,35,RE: Downhole logging scheduled for 2516-00,0.8
330,831,31,52,RE: Vacation scheduling procedures,0.83
331,509,31,32,RE: Vacation scheduling procedures,0.83
465,278,31,17,RE: GASTech announcements,0.8
397,784,34,49,RE: Updated assignments,0.8
398,117,34,7,RE: GASTech announcements,1
399,393,34,25,RE: Updated assignments,0.8
400,495,34,31,RE: Updated assignments,0.8
401,278,34,17,RE: GASTech announcements,1
446,766,35,48,RE: Recommendations for a good investment advisor?,0.72
482,748,36,46,RE: Watch found,1
483,646,36,41,RE: Watch found,1
78,97,39,6,RE: Equipment calibration,0.78
79,599,39,39,RE: Hardware failures,0.81
80,301,39,19,RE: Copier,1
81,732,39,45,RE: Training opportunity,0.73
82,644,39,41,RE: Joke - funny!,0.76
83,398,39,26,RE: Late for meeting,0.79
84,352,39,23,RE: Late for meeting,0.79
85,733,39,45,RE: Service anniversary,0.78
86,224,39,14,RE: Training opportunity,0.73
87,531,39,34,RE: GASTech announcements,0.73
88,56,39,4,RE: Service anniversary,0.78
89,784,39,49,RE: Updated assignments,0.7
90,799,39,50,RE: Web site,0.75
91,76,39,5,RE: Coupon club,0.71
92,117,39,7,RE: GASTech announcements,0.73
93,393,39,25,RE: Updated assignments,0.7
94,495,39,31,RE: Updated assignments,0.7
95,278,39,17,RE: GASTech announcements,0.73
96,645,39,41,RE: Coupon club,0.71
97,77,39,5,RE: Joke - funny!,0.76
98,164,39,11,RE: Coupon club,0.71
99,831,39,52,RE: Vacation scheduling procedures,0.72
100,684,39,43,RE: Web site,0.75
101,509,39,32,RE: Vacation scheduling procedures,0.72
165,301,39,19,RE: Copier,0.81
166,732,39,45,RE: Training opportunity,0.71
167,9,39,1,RE: Reception after the corporate meeting Monday morning,0.74
168,733,39,45,RE: Service anniversary,0.83
169,224,39,14,RE: Training opportunity,0.71
170,531,39,34,RE: GASTech announcements,0.76
171,56,39,4,RE: Service anniversary,0.83
172,784,39,49,RE: Updated assignments,0.74
173,799,39,50,RE: Web site,0.75
174,545,39,35,RE: Downhole logging scheduled for 2516-00,0.71
175,76,39,5,RE: Coupon club,0.73
176,117,39,7,RE: GASTech announcements,0.76
177,393,39,25,RE: Updated assignments,0.74
178,495,39,31,RE: Updated assignments,0.74
179,278,39,17,RE: GASTech announcements,0.76
180,414,39,27,RE: Reception after the corporate meeting Monday morning,0.74
181,645,39,41,RE: Coupon club,0.73
182,766,39,48,RE: Recommendations for a good investment advisor?,0.72
183,164,39,11,RE: Coupon club,0.73
184,831,39,52,RE: Vacation scheduling procedures,0.82
185,684,39,43,RE: Web site,0.75
186,509,39,32,RE: Vacation scheduling procedures,0.82
2,449,41,29,RE: Changes to travel policy,0.87
3,329,41,21,RE: Changes to travel policy,0.87
4,392,41,25,RE: Changes to travel policy,0.87
5,39,41,3,RE: Changes to travel policy,0.87
62,841,41,53,RE: Need a ride to lunch later,0.92
63,642,41,41,RE: Need a ride to lunch later,0.92
214,391,41,25,Updated assignments,0.7
215,531,41,34,RE: GASTech announcements,0.76
216,117,41,7,RE: GASTech announcements,0.76
217,278,41,17,RE: GASTech announcements,0.76
240,732,41,45,RE: Training opportunity,0.73
241,39,41,3,RE: Changes to travel policy,0.73
242,9,41,1,RE: Reception after the corporate meeting Monday morning,0.7
243,398,41,26,RE: Late for meeting,0.77
244,352,41,23,RE: Late for meeting,0.77
245,733,41,45,RE: Service anniversary,0.73
246,224,41,14,RE: Training opportunity,0.73
247,56,41,4,RE: Service anniversary,0.73
248,798,41,50,RE: Anyone have time to help troubleshoot some software?,0.77
249,799,41,50,RE: Web site,0.74
250,414,41,27,RE: Reception after the corporate meeting Monday morning,0.7
251,766,41,48,RE: Recommendations for a good investment advisor?,0.72
252,451,41,29,RE: Anyone have time to help troubleshoot some software?,0.77
253,684,41,43,RE: Web site,0.74
284,734,41,45,RE: Watch found,0.76
285,559,41,36,RE: Watch found,0.76
286,748,41,46,RE: Watch found,0.76
287,646,41,41,RE: Watch found,0.76
332,398,41,26,RE: Late for meeting,0.72
333,352,41,23,RE: Late for meeting,0.72
334,733,41,45,RE: Service anniversary,0.72
335,56,41,4,RE: Service anniversary,0.72
336,77,41,5,RE: Joke - funny!,1
472,766,41,48,RE: Recommendations for a good investment advisor?,0.76
473,164,41,11,RE: Coupon club,1
474,831,41,52,RE: Vacation scheduling procedures,0.8
475,684,41,43,RE: Web site,0.79
476,509,41,32,RE: Vacation scheduling procedures,0.8
143,798,43,50,RE: Anyone have time to help troubleshoot some software?,0.96
144,451,43,29,RE: Anyone have time to help troubleshoot some software?,0.96
490,509,43,32,RE: Vacation scheduling procedures,0.78
259,39,45,3,RE: Changes to travel policy,0.73
260,163,45,11,RE: Need volunteers - charity bake sale,0.7
261,398,45,26,RE: Late for meeting,0.79
262,352,45,23,RE: Late for meeting,0.79
263,733,45,45,RE: Service anniversary,0.76
264,224,45,14,RE: Training opportunity,1
265,56,45,4,RE: Service anniversary,0.76
266,799,45,50,RE: Web site,0.79
267,225,45,14,RE: Need volunteers - charity bake sale,0.7
268,76,45,5,RE: Coupon club,0.85
269,645,45,41,RE: Coupon club,0.85
270,766,45,48,RE: Recommendations for a good investment advisor?,0.75
271,164,45,11,RE: Coupon club,0.85
272,831,45,52,RE: Vacation scheduling procedures,0.77
273,684,45,43,RE: Web site,0.79
274,509,45,32,RE: Vacation scheduling procedures,0.77
374,224,45,14,RE: Training opportunity,0.76
375,56,45,4,RE: Service anniversary,1
376,799,45,50,RE: Web site,0.82
377,225,45,14,RE: Need volunteers - charity bake sale,0.73
378,76,45,5,RE: Coupon club,0.78
379,414,45,27,RE: Reception after the corporate meeting Monday morning,0.86
380,645,45,41,RE: Coupon club,0.78
381,766,45,48,RE: Recommendations for a good investment advisor?,0.78
382,77,45,5,RE: Joke - funny!,0.72
383,164,45,11,RE: Coupon club,0.78
384,831,45,52,RE: Vacation scheduling procedures,0.81
385,684,45,43,RE: Web site,0.82
386,509,45,32,RE: Vacation scheduling procedures,0.81
462,559,45,36,RE: Watch found,1
463,748,45,46,RE: Watch found,1
464,646,45,41,RE: Watch found,1
489,646,46,41,RE: Watch found,1
64,55,48,4,Service anniversary,0.78
65,9,48,1,RE: Reception after the corporate meeting Monday morning,0.96
66,10,48,1,Recommendations for a good investment advisor?,0.71
67,733,48,45,RE: Service anniversary,0.73
68,56,48,4,RE: Service anniversary,0.73
69,414,48,27,RE: Reception after the corporate meeting Monday morning,0.96
70,766,48,48,RE: Recommendations for a good investment advisor?,0.71
478,164,48,11,RE: Coupon club,0.76
479,831,48,52,RE: Vacation scheduling procedures,0.74
480,684,48,43,RE: Web site,0.76
481,509,48,32,RE: Vacation scheduling procedures,0.74
328,855,49,54,"RE: Hey, Iâ€™m going home sick.",0.94
329,785,49,49,"RE: Hey, Iâ€™m going home sick.",0.94
422,117,49,7,RE: GASTech announcements,0.8
423,393,49,25,RE: Updated assignments,1
424,495,49,31,RE: Updated assignments,1
425,278,49,17,RE: GASTech announcements,0.8
477,766,49,48,RE: Recommendations for a good investment advisor?,0.72
288,799,50,50,RE: Web site,0.85
289,684,50,43,RE: Web site,0.85
426,451,50,29,RE: Anyone have time to help troubleshoot some software?,1
427,225,50,14,RE: Need volunteers - charity bake sale,0.74
428,76,50,5,RE: Coupon club,0.79
429,414,50,27,RE: Reception after the corporate meeting Monday morning,0.73
430,645,50,41,RE: Coupon club,0.79
431,766,50,48,RE: Recommendations for a good investment advisor?,0.76
432,164,50,11,RE: Coupon club,0.79
433,831,50,52,RE: Vacation scheduling procedures,0.78
434,684,50,43,RE: Web site,1
435,509,50,32,RE: Vacation scheduling procedures,0.78
493,452,50,29,RE: Who's up for lunch?,1
454,353,51,23,RE: Who took the toolbox out of my truck?,1
455,800,51,50,RE: Who's up for lunch?,0.76
456,452,51,29,RE: Who's up for lunch?,0.76
54,96,52,6,RE: Out of staples,1
55,598,52,39,RE: Copier,0.7
56,301,52,19,RE: Copier,0.7
57,398,52,26,RE: Late for meeting,0.74
58,352,52,23,RE: Late for meeting,0.74
487,684,52,43,RE: Web site,0.78
488,509,52,32,RE: Vacation scheduling procedures,1
148,329,53,21,RE: Changes to travel policy,0.73
149,392,53,25,RE: Changes to travel policy,0.73
150,642,53,41,RE: Need a ride to lunch later,1
151,732,53,45,RE: Training opportunity,0.73
152,39,53,3,RE: Changes to travel policy,0.73
153,9,53,1,RE: Reception after the corporate meeting Monday morning,0.7
154,398,53,26,RE: Late for meeting,0.77
155,352,53,23,RE: Late for meeting,0.77
156,733,53,45,RE: Service anniversary,0.73
157,224,53,14,RE: Training opportunity,0.73
158,56,53,4,RE: Service anniversary,0.73
159,798,53,50,RE: Anyone have time to help troubleshoot some software?,0.77
160,799,53,50,RE: Web site,0.74
161,414,53,27,RE: Reception after the corporate meeting Monday morning,0.7
162,766,53,48,RE: Recommendations for a good investment advisor?,0.72
163,451,53,29,RE: Anyone have time to help troubleshoot some software?,0.77
164,684,53,43,RE: Web site,0.74
418,818,53,51,RE: Who took the toolbox out of my truck?,1
419,353,53,23,RE: Who took the toolbox out of my truck?,1
420,800,53,50,RE: Who's up for lunch?,0.76
421,452,53,29,RE: Who's up for lunch?,0.76
444,785,54,49,"RE: Hey, Iâ€™m going home sick.",1
445,766,54,48,RE: Recommendations for a good investment advisor?,0.72
